@relation temp-relation-weka.filters.unsupervised.attribute.AddID-Cfirst-NID

@attribute ID numeric
@attribute n-grams/CharacterNGramMeasure_2 numeric
@attribute n-grams/CharacterNGramMeasure_3 numeric
@attribute n-grams/CharacterNGramMeasure_4 numeric
@attribute n-grams/WordNGramContainmentMeasure_1_stopword-filtered numeric
@attribute n-grams/WordNGramContainmentMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_1 numeric
@attribute n-grams/WordNGramJaccardMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_3 numeric
@attribute n-grams/WordNGramJaccardMeasure_4 numeric
@attribute n-grams/WordNGramJaccardMeasure_4_stopword-filtered numeric
@attribute string/GreedyStringTiling_3 numeric
@attribute string/LongestCommonSubsequenceComparator numeric
@attribute string/LongestCommonSubsequenceNormComparator numeric
@attribute string/LongestCommonSubstringComparator numeric
@attribute string/SWO numeric
@attribute gold numeric

@data
16,0.440328,0.440155,0.39855,0.461538,0.287879,0.342857,0.169643,0.084034,0.03252,0.03252,0.644231,0.681992,0.641827,0.0894,0.72236,4
17,0.578683,0.332109,0.20885,0.52381,0.148148,0.333333,0.085106,0.041667,0.020833,0.020833,0.459854,0.548263,0.525547,0.131274,0.555208,3.8
18,0.650473,0.651153,0.608708,0.809524,0.681818,0.607143,0.441176,0.382353,0.363636,0.363636,0.813008,0.765799,0.837398,0.520446,0.781516,5
19,0.545324,0.414626,0.313151,0.545455,0.309524,0.327273,0.158537,0.054348,0.010417,0.010417,0.728033,0.67033,0.769874,0.076923,0.704289,4.8
20,0.438136,0.436919,0.359108,0.608696,0.25,0.4,0.130435,0.108696,0.088889,0.088889,0.574468,0.584718,0.624113,0.312292,0.589551,4.8
21,0.372016,0.37263,0.337161,0.625,0.358974,0.5,0.237288,0.109375,0.029851,0.029851,0.665158,0.728571,0.692308,0.12381,0.614353,4.4
22,0.473094,0.27826,0.223579,0.48,0.214286,0.352941,0.136364,0.043478,0.022222,0.022222,0.480315,0.617284,0.590551,0.197531,0.641411,3.5
23,0.58452,0.601073,0.581898,0.8,0.565217,0.615385,0.361111,0.230769,0.179487,0.179487,0.840909,0.785965,0.871212,0.259649,0.734063,4.8
24,0.382695,0.400595,0.295134,0.473684,0.052632,0.409091,0.034483,0,0,0,0.522523,0.562162,0.477477,0.12973,0.662688,3
25,0.669827,0.6172,0.60691,0.818182,0.545455,0.5625,0.315789,0.210526,0.105263,0.105263,0.746479,0.565517,0.577465,0.482759,0.846569,5
26,0.301576,0.294609,0.246941,0.414634,0.22449,0.298246,0.1375,0.072289,0.035714,0.035714,0.518116,0.622754,0.565217,0.123752,0.528775,4.4
27,0.301465,0.243235,0.166271,0.2,0,0.136364,0,0,0,0,0.309524,0.44586,0.440476,0.11465,0.332386,3
28,0.402246,0.385497,0.339831,0.423077,0.275862,0.333333,0.190476,0.090909,0.045455,0.045455,0.464088,0.5919,0.524862,0.180685,0.583919,3.4
29,0.581354,0.661323,0.609534,0.8,0.516129,0.740741,0.390244,0.25,0.152174,0.152174,0.790419,0.516129,0.48503,0.2,0.707042,3.6
30,0.417405,0.326788,0.313753,0.55,0.3,0.407407,0.1875,0.125,0.096774,0.096774,0.573913,0.675799,0.643478,0.310502,0.473165,4.6
31,0.752709,0.65704,0.561818,0.682927,0.469388,0.583333,0.338235,0.213333,0.126582,0.126582,0.674912,0.760956,0.678445,0.14741,0.836718,4.4
32,0.556219,0.486558,0.413476,0.56,0.34375,0.466667,0.234043,0.132075,0.074074,0.074074,0.615385,0.626866,0.54359,0.137313,0.686257,4.2
33,0.557049,0.53501,0.383335,0.62963,0.285714,0.515152,0.177778,0.085106,0.020833,0.020833,0.656489,0.613636,0.625954,0.128788,0.758986,4.8
34,0.555818,0.525519,0.465754,0.565217,0.291667,0.419355,0.175,0.125,0.075,0.075,0.588652,0.673993,0.652482,0.336996,0.729074,4.2
35,0.523463,0.377151,0.281152,0.666667,0.333333,0.432432,0.185185,0.087719,0.016949,0.016949,0.680556,0.552632,0.597222,0.131579,0.528358,3.6
36,0.556982,0.470807,0.445764,0.56,0.392857,0.451613,0.297297,0.210526,0.157895,0.157895,0.598425,0.767241,0.700787,0.327586,0.679579,4.4
37,0.317884,0.287106,0.214437,0.454545,0.209302,0.3125,0.126761,0.038961,0.012987,0.012987,0.561321,0.622549,0.599057,0.088235,0.616175,4.6
38,0.774108,0.745545,0.698014,0.793103,0.567568,0.69697,0.42,0.314815,0.254545,0.254545,0.786047,0.831683,0.781395,0.40099,0.831635,4.6
39,0.488819,0.335488,0.250897,0.446429,0.211268,0.333333,0.132743,0.056911,0.04918,0.04918,0.550481,0.56383,0.516827,0.074468,0.531168,4
40,0.606646,0.467823,0.358454,0.653846,0.308824,0.478873,0.176471,0.059701,0.007194,0.007194,0.767554,0.68599,0.687651,0.084541,0.85133,4.8
41,0.550751,0.429381,0.34785,0.708333,0.3,0.485714,0.173077,0.092593,0.055556,0.055556,0.652778,0.544262,0.583333,0.157377,0.614053,4.4
42,0.415615,0.479386,0.457195,0.692308,0.518519,0.580645,0.368421,0.25,0.170732,0.170732,0.712418,0.80678,0.777778,0.298305,0.751693,5
43,0.835952,0.817292,0.774943,1,0.875,0.9,0.636364,0.454545,0.4,0.4,1,0.935484,1,0.806452,1,5
44,0.519303,0.385036,0.297019,0.482143,0.239437,0.364865,0.153153,0.07563,0.05,0.05,0.521635,0.580822,0.516827,0.076712,0.552453,4
45,0.791252,0.529464,0.466037,0.65625,0.357143,0.538462,0.238095,0.151515,0.088235,0.088235,0.671362,0.748744,0.699531,0.165829,0.717914,4.8
46,0.320152,0.296242,0.236504,0.363636,0.085714,0.24,0.047619,0,0,0,0.564356,0.583756,0.569307,0.091371,0.69604,3.6
47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
48,0.451073,0.290589,0.247011,0.5,0.25,0.384615,0.151515,0.058824,0.030303,0.030303,0.55,0.580311,0.57,0.207254,0.542392,4.2
49,0.71305,0.652282,0.584006,0.833333,0.555556,0.714286,0.344828,0.193548,0.129032,0.129032,0.857143,0.782609,0.857143,0.304348,0.781044,5
50,0.716335,0.591878,0.518132,0.6875,0.404762,0.578947,0.293103,0.216667,0.163934,0.163934,0.676056,0.767677,0.713615,0.252525,0.7283,4.2
51,0.635583,0.6323,0.60259,0.555556,0.3,0.47619,0.214286,0.096774,0.032258,0.032258,0.778846,0.85567,0.798077,0.319588,0.690134,4.857
52,0.753365,0.704017,0.65603,0.809524,0.681818,0.653846,0.46875,0.40625,0.387097,0.387097,0.788618,0.820717,0.845528,0.557769,0.780144,4.667
53,0.678885,0.658305,0.613747,0.636364,0.458333,0.518519,0.314286,0.257143,0.2,0.2,0.798507,0.774704,0.738806,0.387352,0.704271,4
54,0.565992,0.511338,0.464773,0.6,0.380952,0.428571,0.222222,0.135135,0.111111,0.111111,0.75,0.738351,0.787879,0.37276,0.667721,4.4
55,0.469404,0.256388,0.200493,0.363636,0.041667,0.228571,0.021277,0,0,0,0.52027,0.453608,0.445946,0.103093,0.383452,4.4
56,0.68142,0.617447,0.55919,0.833333,0.555556,0.681818,0.333333,0.1875,0.125,0.125,0.857143,0.776596,0.869048,0.297872,0.748876,4.6
57,0.676567,0.602414,0.53583,0.578947,0.263158,0.52381,0.185185,0.071429,0.037037,0.037037,0.648649,0.659686,0.576577,0.324607,0.791574,3.8
58,0.30253,0.258421,0.18019,0.388889,0.055556,0.318182,0.035714,0,0,0,0.344086,0.444444,0.365591,0.130719,0.361905,2.8
59,0.358302,0.285874,0.201396,0.454545,0.186047,0.3,0.106667,0.024691,0.0125,0.0125,0.566038,0.595349,0.608491,0.083721,0.614757,4.6
60,0.535918,0.462979,0.416044,0.774194,0.540541,0.585366,0.333333,0.223881,0.157143,0.157143,0.819672,0.719048,0.825137,0.180952,0.723885,4.6
61,0.436039,0.386979,0.330761,0.6,0.37931,0.319149,0.171875,0.121212,0.090909,0.090909,0.775281,0.666667,0.825843,0.162037,0.568745,3.25
62,0.771573,0.648677,0.576636,0.733333,0.433333,0.55,0.245283,0.122807,0.050847,0.050847,0.815789,0.685422,0.705263,0.158568,0.86446,4
63,0.611612,0.583415,0.527106,0.782609,0.5,0.580645,0.268293,0.219512,0.170732,0.170732,0.813084,0.695313,0.831776,0.265625,0.739276,4.25
64,0.584985,0.444686,0.387928,0.666667,0.407407,0.5,0.268293,0.133333,0.042553,0.042553,0.738562,0.741935,0.751634,0.154839,0.710951,5
65,0.827947,0.78467,0.706524,0.866667,0.555556,0.764706,0.4,0.214286,0.142857,0.142857,0.883333,0.905172,0.875,0.293103,0.850028,4.8
66,0.744611,0.599849,0.540321,0.708333,0.518519,0.53125,0.325581,0.191489,0.122449,0.122449,0.759036,0.710027,0.789157,0.260163,0.762422,4.4
67,0.554051,0.510287,0.400939,0.519231,0.227273,0.369863,0.122951,0.046154,0.015152,0.015152,0.725962,0.651387,0.651442,0.069964,0.719664,4.2
68,0.491078,0.454187,0.411911,0.536585,0.266667,0.458333,0.176471,0.09589,0.053333,0.053333,0.584906,0.693966,0.607547,0.159483,0.719833,3.4
69,0.373398,0.392746,0.334081,0.647059,0.411765,0.52381,0.269231,0.148148,0.074074,0.074074,0.643564,0.72,0.712871,0.26,0.71164,4.25
70,0.774071,0.553529,0.483222,0.727273,0.471698,0.551724,0.290698,0.182796,0.136842,0.136842,0.779264,0.749175,0.759197,0.231023,0.744014,4.75
71,0.649169,0.637625,0.604886,0.761905,0.681818,0.592593,0.46875,0.40625,0.387097,0.387097,0.731707,0.789063,0.821138,0.546875,0.728405,5
72,0.736734,0.583583,0.48084,0.75,0.428571,0.631579,0.295082,0.2,0.151515,0.151515,0.671362,0.746867,0.699531,0.310777,0.712017,4.25
73,0.748442,0.59665,0.481321,0.634146,0.408163,0.52,0.285714,0.168831,0.113924,0.113924,0.689046,0.710938,0.650177,0.144531,0.835543,4.6
74,0.471579,0.255539,0.197118,0.3,0.083333,0.219512,0.051724,0.017241,0,0,0.460396,0.549451,0.50495,0.098901,0.541563,3.2
75,0.515669,0.460397,0.434563,0.536585,0.288889,0.407407,0.178082,0.103896,0.064103,0.064103,0.65283,0.729783,0.698113,0.189349,0.65343,4.8
76,0.671731,0.545646,0.442729,0.568182,0.358491,0.462963,0.24359,0.142857,0.068182,0.068182,0.69084,0.708502,0.667939,0.105263,0.765473,4.6
77,0.611298,0.564768,0.411253,0.5,0.230769,0.411765,0.157895,0.052632,0,0,0.477612,0.654867,0.552239,0.212389,0.597789,3.2
78,0.68002,0.397665,0.313878,0.454545,0.166667,0.294118,0.086957,0,0,0,0.560811,0.52,0.527027,0.1,0.521234,4
79,0.510956,0.371529,0.317996,0.647059,0.352941,0.407407,0.1875,0.125,0.0625,0.0625,0.692308,0.65272,0.75,0.242678,0.47531,4
80,0.905059,0.792668,0.717856,0.666667,0.5,0.571429,0.4,0.266667,0.214286,0.214286,0.819444,0.844444,0.791667,0.622222,0.705067,5
81,0.662551,0.603244,0.487876,0.678571,0.333333,0.513514,0.215686,0.132075,0.09434,0.09434,0.719212,0.664987,0.650246,0.206549,0.78192,4.8
82,0.475921,0.508242,0.442288,0.69697,0.418605,0.547619,0.28125,0.15493,0.081081,0.081081,0.70283,0.72549,0.698113,0.142157,0.76793,4.2
83,0.653608,0.534588,0.393707,0.590909,0.358491,0.464286,0.234568,0.149425,0.088889,0.088889,0.660305,0.686869,0.648855,0.113131,0.738393,4
84,0.543632,0.400236,0.341542,0.592593,0.257576,0.426667,0.141667,0.070313,0.030534,0.030534,0.719008,0.567968,0.584022,0.094213,0.773926,4.8
85,0.626283,0.403431,0.314396,0.555556,0.217391,0.434783,0.133333,0.0375,0.0125,0.0125,0.597122,0.605578,0.55036,0.115538,0.66148,3.8
86,0.81203,0.822151,0.832185,0.913043,0.769231,0.84,0.645161,0.484848,0.342857,0.342857,0.903955,0.932945,0.903955,0.431487,1,5
87,0.54198,0.491585,0.445487,0.64,0.40625,0.516129,0.276596,0.150943,0.072727,0.072727,0.605128,0.662791,0.584615,0.145349,0.801431,4.2
88,0.739715,0.485065,0.331276,0.444444,0.055556,0.347826,0.033333,0,0,0,0.462366,0.554839,0.462366,0.129032,0.717278,4
89,0.708262,0.60728,0.483088,0.615385,0.416667,0.421053,0.238095,0.142857,0.1,0.1,0.65,0.619048,0.6625,0.404762,0.650238,4.9
90,0.78645,0.767571,0.716823,0.793103,0.567568,0.69697,0.428571,0.320755,0.259259,0.259259,0.781395,0.82793,0.772093,0.413965,0.831635,4.4
91,0.515395,0.424421,0.329569,0.6,0.257143,0.4,0.125,0.038462,0.012658,0.012658,0.673367,0.665083,0.703518,0.085511,0.661377,4.2
92,0.641193,0.48987,0.432318,0.764706,0.411765,0.590909,0.25,0.137931,0.107143,0.107143,0.815789,0.788136,0.833333,0.271186,0.639296,4.4
93,0.093678,0.097537,0.128496,0.388889,0.157895,0.241379,0.085714,0.028571,0,0,0.44186,0.614525,0.639535,0.156425,0.556354,1
94,0.513057,0.39817,0.389656,0.611111,0.35,0.55,0.259259,0.096774,0.032258,0.032258,0.721154,0.78534,0.75,0.251309,0.628293,4.2
95,0.47915,0.32839,0.258909,0.366667,0.055556,0.268293,0.033898,0,0,0,0.524752,0.586592,0.524752,0.094972,0.561768,3.2
96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
97,0.773817,0.605426,0.562777,0.85,0.65,0.73913,0.448276,0.333333,0.266667,0.266667,0.825688,0.824074,0.816514,0.472222,0.747499,4.6
98,0.5281,0.411898,0.338256,0.625,0.261905,0.5,0.166667,0.085714,0.041667,0.041667,0.633803,0.668293,0.643192,0.15122,0.651914,4
99,1,1,1,1,1,0.833333,0.8,0.75,0.666667,0.666667,1,0.941176,1,0.941176,1,5
100,0.590012,0.646762,0.654994,0.782609,0.62069,0.72,0.5,0.384615,0.3,0.3,0.820988,0.513158,0.493827,0.335526,0.773421,5
101,0.585185,0.482644,0.358712,0.666667,0.257143,0.454545,0.123288,0.051282,0.0125,0.0125,0.758794,0.669767,0.723618,0.097674,0.700986,4.6
102,0.606357,0.399871,0.31565,0.705882,0.277778,0.489796,0.135135,0.012195,0,0,0.654028,0.577181,0.611374,0.076063,0.705601,4.2
103,0.630989,0.430305,0.327104,0.647059,0.277778,0.458333,0.136986,0.038462,0.012821,0.012821,0.649289,0.627002,0.649289,0.077803,0.684499,3.8
104,0.734582,0.650296,0.605817,0.681818,0.346154,0.6,0.25,0.131579,0.108108,0.108108,0.755396,0.854962,0.805755,0.358779,0.722086,4.8
105,0.680668,0.809599,0.802319,0.96,0.709677,0.96,0.594595,0.461538,0.375,0.375,0.922156,0.580247,0.568862,0.395062,0.883204,4.6
106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
107,0.55929,0.563305,0.461642,0.590909,0.363636,0.464286,0.228571,0.078947,0,0,0.614173,0.644898,0.622047,0.146939,0.705218,4.4
108,0.269115,0.236157,0.155796,0.483871,0.142857,0.319149,0.078125,0.014925,0,0,0.526012,0.552326,0.549133,0.098837,0.520474,4.4
109,0.544454,0.442039,0.331596,0.653846,0.25,0.5,0.146552,0.03876,0.007634,0.007634,0.753027,0.67,0.64891,0.09,0.828715,4.4
110,0.74935,0.711794,0.683117,0.806452,0.470588,0.641026,0.301887,0.152542,0.064516,0.064516,0.786096,0.777202,0.802139,0.176166,0.876991,5
111,0.630696,0.462837,0.376117,0.692308,0.285714,0.6,0.2,0.1,0.052632,0.052632,0.565217,0.592,0.536232,0.368,0.625071,3.571
112,0.332267,0.348308,0.287171,0.5,0.25,0.346154,0.147059,0.054054,0.027778,0.027778,0.533898,0.599119,0.584746,0.15859,0.462469,3.6
113,0.669083,0.506181,0.376446,0.633333,0.3,0.475,0.166667,0.068966,0.034483,0.034483,0.652632,0.632391,0.647368,0.179949,0.787981,3.6
114,0.780219,0.651384,0.565463,0.681818,0.458333,0.483871,0.261905,0.133333,0.088889,0.088889,0.761194,0.757143,0.791045,0.192857,0.777372,4.4
115,0.810268,0.728644,0.687199,0.758621,0.621622,0.594595,0.442308,0.350877,0.25,0.25,0.774194,0.830258,0.820789,0.143911,0.826502,4.8
116,0.469637,0.369115,0.316015,0.56,0.296296,0.451613,0.210526,0.073171,0,0,0.496454,0.6639,0.567376,0.141079,0.572152,4
117,0.49362,0.425897,0.376822,0.607143,0.290323,0.472222,0.183673,0.090909,0.034483,0.034483,0.672619,0.60241,0.60119,0.126506,0.671956,4.4
118,0.791782,0.590009,0.410396,0.5,0.111111,0.428571,0.071429,0,0,0,0.494624,0.535948,0.44086,0.156863,0.753862,5
119,0.667273,0.67433,0.630221,0.727273,0.384615,0.666667,0.30303,0.205882,0.181818,0.181818,0.726619,0.835938,0.769784,0.46875,0.714023,4.6
120,0.176593,0.134729,0.103316,0.35,0.1,0.233333,0.055556,0.028571,0,0,0.373913,0.502415,0.452174,0.173913,0.217061,2.4
121,0.090302,0.019108,0,0.125,0,0.066667,0,0,0,0,0.071429,0.376471,0.404762,0.070588,0.074176,1.4
122,0.262728,0.131692,0.089634,0.5,0.15,0.384615,0.088235,0.060606,0.03125,0.03125,0.52,0.572973,0.55,0.216216,0.514398,4.6
123,0.59949,0.38618,0.27163,0.65,0.391304,0.382353,0.204545,0.106383,0.06383,0.06383,0.704918,0.596491,0.713115,0.210526,0.494114,4.5
124,0.169709,0.198187,0.134817,0.393939,0.085714,0.270833,0.04918,0.016393,0,0,0.455446,0.572193,0.529703,0.080214,0.650446,3.75
125,0.653829,0.631377,0.551973,0.758621,0.459459,0.578947,0.293103,0.151515,0.088235,0.088235,0.786047,0.785047,0.781395,0.196262,0.814283,5
126,0.249292,0.239786,0.203281,0.470588,0.235294,0.380952,0.166667,0.083333,0,0,0.435644,0.613497,0.49505,0.233129,0.602503,4
127,0.739534,0.524958,0.419091,0.636364,0.375,0.4375,0.204545,0.085106,0.020833,0.020833,0.645669,0.693727,0.748031,0.154982,0.698997,4.4
128,0.594223,0.485274,0.403519,0.681818,0.377358,0.576923,0.25,0.139535,0.078652,0.078652,0.729008,0.720307,0.717557,0.10728,0.761229,4.8
129,0.71409,0.501231,0.449555,0.607143,0.424242,0.425,0.25,0.163934,0.078125,0.078125,0.75,0.755,0.791667,0.25,0.765696,4.2
130,0.435738,0.411028,0.377376,0.64,0.37037,0.533333,0.27027,0.125,0.04878,0.04878,0.531915,0.697095,0.595745,0.149378,0.631206,3.8
131,0.452942,0.415721,0.395967,0.55,0.306122,0.431373,0.202703,0.113924,0.061728,0.061728,0.61753,0.624204,0.585657,0.169851,0.71426,3.8
132,0.546774,0.388168,0.319057,0.592593,0.19697,0.438356,0.106557,0.038462,0.015267,0.015267,0.743802,0.581967,0.589532,0.095628,0.771513,4.2
133,0.165714,0.170953,0.130061,0.55,0.3,0.423077,0.1875,0.090909,0.030303,0.030303,0.56,0.617021,0.59,0.212766,0.514398,4.2
134,0.525965,0.442746,0.383538,0.64,0.37037,0.551724,0.27027,0.125,0.04878,0.04878,0.531915,0.688797,0.588652,0.149378,0.623159,3.6
135,0.737828,0.59336,0.518151,0.714286,0.471698,0.625,0.352113,0.217949,0.148148,0.148148,0.657692,0.669492,0.607692,0.211864,0.765149,4.25
136,0.298437,0.309651,0.254641,0.414634,0.22449,0.293103,0.135802,0.071429,0.035294,0.035294,0.521739,0.633466,0.576087,0.123506,0.558354,4
137,0.512646,0.438322,0.387488,0.521739,0.291667,0.375,0.175,0.153846,0.131579,0.131579,0.51773,0.636364,0.595745,0.348485,0.596203,4.75
138,0.703657,0.443666,0.356698,0.65625,0.238095,0.525,0.149254,0.070423,0.041667,0.041667,0.713615,0.693976,0.680751,0.149398,0.710518,4.6
139,0.515087,0.358212,0.296609,0.588235,0.411765,0.37037,0.241379,0.172414,0.103448,0.103448,0.528846,0.633028,0.663462,0.284404,0.541592,4.4
140,0.670723,0.488631,0.391954,0.56,0.375,0.411765,0.24,0.142857,0.087719,0.087719,0.610256,0.637363,0.605128,0.159341,0.69325,4.4
141,0.69102,0.704248,0.63631,0.8,0.611111,0.6,0.407407,0.357143,0.333333,0.333333,0.808333,0.79668,0.808333,0.356846,0.769893,4.2
142,0.441461,0.473131,0.384851,0.636364,0.325581,0.525,0.21875,0.068493,0.013333,0.013333,0.650943,0.678481,0.632075,0.091139,0.736704,3.4
143,0.492421,0.506502,0.408452,0.590909,0.363636,0.448276,0.228571,0.078947,0,0,0.590551,0.617284,0.590551,0.148148,0.683176,4
144,0.507909,0.46994,0.406333,0.525,0.265306,0.42,0.173333,0.075,0.05,0.05,0.577689,0.614379,0.565737,0.174292,0.761423,3.6
145,0.656049,0.485544,0.457952,0.647059,0.411765,0.478261,0.259259,0.142857,0.111111,0.111111,0.736842,0.787879,0.815789,0.277056,0.614889,4.4
146,0.807881,0.800416,0.794965,0.869565,0.730769,0.8,0.575758,0.428571,0.333333,0.333333,0.870056,0.915452,0.887006,0.431487,0.937012,4
147,0.467235,0.304431,0.241331,0.478261,0.153846,0.323529,0.085106,0.020833,0,0,0.5625,0.606498,0.583333,0.108303,0.556416,3.8
148,0.866913,0.830718,0.745508,0.888889,0.764706,0.8,0.619048,0.454545,0.304348,0.304348,0.914894,0.903553,0.946809,0.456853,1,5
149,0.750544,0.682911,0.636219,0.724138,0.540541,0.567568,0.384615,0.280702,0.20339,0.20339,0.770609,0.813688,0.781362,0.117871,0.852559,4.6
150,0.598619,0.44137,0.36781,0.619048,0.377358,0.530612,0.273973,0.179487,0.111111,0.111111,0.515385,0.590389,0.496154,0.132723,0.658048,3.2
151,0.568935,0.578886,0.506445,0.76,0.548387,0.612903,0.395349,0.288889,0.191489,0.191489,0.766467,0.531343,0.538922,0.202985,0.716515,4
152,0.092326,0,0,0,0,0,0,0,0,0,0,0.046205,0.8,0.013201,0.068621,0
153,0.409918,0.385197,0.364531,0.571429,0.333333,0.375,0.204545,0.083333,0.020408,0.020408,0.673203,0.650307,0.69281,0.147239,0.634687,3.8
154,0.919478,0.897974,0.883418,0.944444,0.882353,0.894737,0.789474,0.684211,0.578947,0.578947,0.946809,0.947917,0.968085,0.625,1,5
155,0.621575,0.498294,0.393019,0.603774,0.410959,0.463768,0.275229,0.153226,0.119048,0.119048,0.691566,0.750948,0.715663,0.149178,0.698304,4.2
156,0.714786,0.568862,0.517746,0.68,0.428571,0.586207,0.324324,0.205128,0.153846,0.153846,0.716535,0.801724,0.732283,0.327586,0.837831,4.2
157,0.510254,0.381422,0.340719,0.52381,0.259259,0.37931,0.166667,0.090909,0.021739,0.021739,0.647059,0.668852,0.666667,0.157377,0.633641,4.6
158,1,1,1,1,1,0.833333,0.8,0.75,0.666667,0.666667,1,0.980392,1,0.980392,1,5
159,0.756894,0.551206,0.407112,0.692308,0.308824,0.507042,0.176471,0.068702,0.014706,0.014706,0.786925,0.70108,0.709443,0.069628,0.778949,4.4
160,0.202444,0.347042,0.25648,0.454545,0.272727,0.357143,0.181818,0.057143,0,0,0.448819,0.583333,0.496063,0.166667,0.487619,1.8
161,0.517917,0.497411,0.443389,0.73913,0.5,0.586207,0.297297,0.243243,0.189189,0.189189,0.672897,0.695652,0.747664,0.295652,0.645043,2.8
162,0.433382,0.45727,0.43418,0.647059,0.470588,0.478261,0.307692,0.185185,0.111111,0.111111,0.6,0.690909,0.682353,0.30303,0.605819,5
163,0.924229,0.883543,0.870614,0.933333,0.875,0.875,0.777778,0.692308,0.6,0.6,0.956989,0.956989,0.956989,0.387097,0.91262,4.857
164,0.550214,0.58191,0.507292,0.76,0.483871,0.633333,0.340909,0.212766,0.122449,0.122449,0.760479,0.5,0.491018,0.191358,0.75772,4
165,0.479609,0.301149,0.274656,0.45,0.25,0.310345,0.147059,0.088235,0.060606,0.060606,0.573913,0.646552,0.652174,0.25,0.393431,5
166,0.552587,0.35192,0.211921,0.461538,0.071429,0.352941,0.045455,0,0,0,0.492754,0.539683,0.507246,0.142857,0.552603,3.8
167,0.398534,0.112008,0.038606,0.375,0,0.214286,0,0,0,0,0.289474,0.540541,0.552632,0.162162,0.427216,3.4
168,0.350125,0.34768,0.302289,0.666667,0.238095,0.518519,0.142857,0.055556,0.028571,0.028571,0.613208,0.659898,0.622642,0.142132,0.685919,4.4
169,0.663465,0.643773,0.629781,0.806452,0.411765,0.625,0.245614,0.111111,0.046154,0.046154,0.796791,0.749354,0.775401,0.170543,0.832413,4.6
170,0.611783,0.420066,0.308272,0.676471,0.277778,0.46,0.135135,0.025,0,0,0.587678,0.59009,0.620853,0.067568,0.660775,4.8
