@relation temp-relation-weka.filters.unsupervised.attribute.AddID-Cfirst-NID

@attribute ID numeric
@attribute n-grams/CharacterNGramMeasure_2 numeric
@attribute n-grams/CharacterNGramMeasure_3 numeric
@attribute n-grams/CharacterNGramMeasure_4 numeric
@attribute n-grams/WordNGramContainmentMeasure_1_stopword-filtered numeric
@attribute n-grams/WordNGramContainmentMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_1 numeric
@attribute n-grams/WordNGramJaccardMeasure_2_stopword-filtered numeric
@attribute n-grams/WordNGramJaccardMeasure_3 numeric
@attribute n-grams/WordNGramJaccardMeasure_4 numeric
@attribute n-grams/WordNGramJaccardMeasure_4_stopword-filtered numeric
@attribute string/GreedyStringTiling_3 numeric
@attribute string/LongestCommonSubsequenceComparator numeric
@attribute string/LongestCommonSubsequenceNormComparator numeric
@attribute string/LongestCommonSubstringComparator numeric
@attribute string/SWO numeric
@attribute gold numeric

@data
24,0.644022,0.594646,0.462524,1,0.833333,0.875,0.625,0.375,0.125,0.125,1,0.875,1,0.59375,1,5
25,0.907027,0.800028,0.638907,0.714286,0.571429,0.625,0.444444,0.3,0.1,0.1,0.823529,0.875,0.823529,0.375,1,5
26,0.302428,0.271951,0.314513,0.857143,0.666667,0.75,0.5,0.428571,0.333333,0.333333,0.75,0.872727,0.857143,0.763636,0.650813,2.2
27,0.87265,0.716411,0.547426,0.75,0.5,0.545455,0.307692,0.071429,0,0,0.948718,0.870588,0.948718,0.447059,1,5
28,0.536546,0.344932,0.201135,1,0.5,0.857143,0.333333,0.111111,0,0,0.92,0.867925,0.92,0.415094,0.86848,4.25
29,0.806797,0.665986,0.584248,0.833333,0.6,0.625,0.375,0.125,0,0,0.958333,0.867925,0.958333,0.415094,1,5
30,0.397574,0.447027,0.454282,0.714286,0.333333,0.555556,0.2,0.111111,0,0,0.8,0.867925,0.92,0.490566,0.764127,2.5
31,0.726434,0.734638,0.693193,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.777778,0.867925,0.851852,0.792453,0.80034,2.8
32,0.765748,0.829762,0.835024,0.857143,0.666667,0.75,0.5,0.428571,0.333333,0.333333,0.777778,0.867925,0.851852,0.792453,0.80034,2.8
33,0.385475,0.339447,0.329247,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.769231,0.867925,0.884615,0.754717,0.701181,2.8
34,0.726434,0.734638,0.693193,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.777778,0.867925,0.851852,0.792453,0.80034,2.8
35,0.836461,0.686867,0.522378,0.714286,0.5,0.625,0.375,0.125,0,0,0.8125,0.866667,0.8125,0.433333,0.696639,5
36,0.807641,0.749219,0.747686,1,0.857143,0.8,0.545455,0.5,0.444444,0.444444,0.96875,0.864865,1,0.837838,0.825584,4.8
37,0.415965,0.389776,0.274437,0.75,0.428571,0.6,0.272727,0.090909,0,0,0.736842,0.864865,0.842105,0.486486,0.67311,2.4
38,0.728234,0.624026,0.529675,0.6,0.5,0.461538,0.357143,0.214286,0.153846,0.153846,0.78,0.863158,0.82,0.421053,0.760057,4.2
39,0.856642,0.651676,0.495357,0.666667,0.5,0.571429,0.375,0.125,0,0,0.785714,0.862745,0.785714,0.470588,1,5
40,0.718492,0.555567,0.456245,0.833333,0.6,0.625,0.375,0.125,0,0,0.956522,0.862745,0.956522,0.470588,1,5
41,0.721034,0.509466,0.276373,0.666667,0.5,0.571429,0.375,0.125,0,0,0.785714,0.862745,0.785714,0.392157,0.705884,5
42,0.474119,0.408988,0.40892,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.703704,0.862745,0.814815,0.431373,0.567549,3.75
43,0.918564,0.908551,0.91226,0.833333,0.6,0.714286,0.428571,0.333333,0.2,0.2,0.740741,0.862745,0.814815,0.784314,0.924936,3.8
44,0.275776,0.24315,0.289182,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.76,0.862745,0.88,0.745098,0.650813,2
45,0.275776,0.24315,0.289182,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.76,0.862745,0.88,0.745098,0.650813,2
46,0.275776,0.24315,0.289182,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.730769,0.862745,0.846154,0.745098,0.650813,1.583
47,0.344934,0.279597,0.307525,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.76,0.862745,0.88,0.745098,0.874567,1.778
48,0.344934,0.279597,0.307525,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.730769,0.862745,0.846154,0.745098,0.874567,2
49,0.275776,0.24315,0.289182,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.76,0.862745,0.88,0.745098,0.650813,2
50,0.275776,0.24315,0.289182,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.76,0.862745,0.88,0.745098,0.650813,2
51,0.7228,0.691999,0.633877,1,0.833333,0.875,0.625,0.375,0.125,0.125,1,0.862069,1,0.482759,0.818044,3.2
52,0.876941,0.892937,0.86579,0.833333,0.8,0.714286,0.571429,0.5,0.4,0.4,0.766667,0.862069,0.833333,0.793103,0.924936,3.8
53,0.659483,0.593215,0.487194,0.777778,0.666667,0.777778,0.6,0.4,0.333333,0.333333,0.756098,0.861111,0.756098,0.75,0.767495,4.4
54,0.903346,0.903205,0.906068,0.9,0.727273,0.9,0.727273,0.7,0.666667,0.666667,0.788462,0.860215,0.788462,0.860215,0.940754,5
55,0.862276,0.727428,0.579033,0.857143,0.571429,0.75,0.4,0.2,0.111111,0.111111,0.8,0.857143,0.8,0.678571,1,5
56,0.930911,0.87566,0.813816,0.8,0.6,0.666667,0.428571,0.333333,0.2,0.2,0.730769,0.857143,0.807692,0.77551,0.92994,3.5
57,0.825367,0.753412,0.710735,0.833333,0.6,0.714286,0.428571,0.333333,0.2,0.2,0.782609,0.857143,0.913043,0.734694,0.706919,4
58,0.888319,0.881702,0.893017,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.730769,0.857143,0.807692,0.77551,0.924936,3.5
59,0.591471,0.290459,0.283423,0.8,0.5,0.666667,0.333333,0.2,0,0,0.8,0.857143,0.9,0.619048,0.883233,4.4
60,0.618784,0.656777,0.669861,0.833333,0.6,0.714286,0.428571,0.333333,0.2,0.2,0.727273,0.857143,0.818182,0.761905,0.874567,3.8
61,0.514581,0.490142,0.392475,0.833333,0.6,0.714286,0.428571,0.333333,0.2,0.2,0.689655,0.857143,0.827586,0.714286,0.629016,2.6
62,0.500934,0.184274,0.005258,0.8,0.5,0.666667,0.333333,0.2,0,0,0.8125,0.857143,0.9375,0.514286,1,3
63,0.852138,0.810766,0.655945,0.5,0.142857,0.4,0.090909,0,0,0,0.764706,0.852459,0.764706,0.262295,0.58243,5
64,0.551329,0.456002,0.31821,0.833333,0.5,0.714286,0.375,0.125,0,0,0.766667,0.851852,0.766667,0.592593,1,5
65,0.603811,0.339244,0.30625,0.714286,0.5,0.625,0.333333,0.25,0.142857,0.142857,0.692308,0.851852,0.884615,0.666667,0.874567,3.667
66,0.538633,0.532426,0.494483,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.769231,0.851852,0.884615,0.481481,0.567549,2.333
67,0.513169,0.316095,0.279744,0.833333,0.5,0.714286,0.375,0.285714,0.166667,0.166667,0.678571,0.851852,0.821429,0.703704,0.874567,2.5
68,0.684433,0.42057,0.241191,0.8,0.6,0.571429,0.375,0.125,0,0,0.952381,0.851064,0.952381,0.425532,1,5
69,0.866938,0.838359,0.850673,1,1,0.8,0.75,0.666667,0.5,0.5,1,0.85,1,0.85,0.417157,3.824
70,0.850311,0.862442,0.885381,0.777778,0.555556,0.777778,0.5,0.444444,0.375,0.375,0.714286,0.849315,0.738095,0.821918,0.807852,4
71,0.727037,0.672466,0.607034,0.75,0.428571,0.6,0.272727,0.090909,0,0,0.787879,0.848485,0.848485,0.454545,0.552184,4.4
72,0.225381,0.01076,0.008755,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.848485,0.823529,0.545455,0.49256,0.2
73,0.875528,0.65414,0.410934,0.833333,0.5,0.714286,0.375,0.125,0,0,0.758621,0.846154,0.758621,0.615385,1,5
74,0.705291,0.617469,0.377114,0.833333,0.666667,0.625,0.444444,0.222222,0.125,0.125,0.916667,0.846154,0.916667,0.5,1,5
75,0.248412,0.304982,0.232311,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.730769,0.846154,0.846154,0.423077,0.493735,4
76,0.284682,0.208542,0.243872,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.708333,0.846154,0.916667,0.653846,0.601394,1.6
77,0.701816,0.664918,0.591872,1,0.833333,0.857143,0.625,0.375,0.285714,0.285714,1,0.842105,1,0.666667,0.823484,5
78,0.536925,0.437791,0.35908,0.857143,0.428571,0.857143,0.333333,0.111111,0,0,0.69697,0.842105,0.727273,0.561404,0.878937,4.6
79,0.801871,0.79502,0.667439,0.833333,0.6,0.625,0.375,0.125,0,0,0.888889,0.842105,0.888889,0.596491,1,5
80,0.549325,0.398257,0.358574,0.857143,0.571429,0.75,0.444444,0.375,0.285714,0.285714,0.689655,0.842105,0.827586,0.701754,0.874567,2.375
81,0.796412,0.831056,0.819211,0.6,0.5,0.428571,0.333333,0.2,0,0,0.789474,0.842105,0.842105,0.789474,0.804883,2.6
82,0.89135,0.860392,0.773139,0.75,0.666667,0.5,0.4,0.25,0,0,0.888889,0.842105,0.888889,0.842105,0.488889,2.6
83,0.884369,0.742542,0.594865,0.777778,0.5,0.636364,0.333333,0.166667,0,0,0.794118,0.84058,0.852941,0.463768,0.944689,2.6
84,0.531851,0.39875,0.235432,0.833333,0.4,0.714286,0.222222,0,0,0,0.791667,0.84,0.875,0.48,0.80034,2.2
85,0.683303,0.544995,0.426449,0.777778,0.5,0.636364,0.333333,0.272727,0.2,0.2,0.725,0.839506,0.85,0.54321,0.501856,1.7
86,0.505117,0.626376,0.640405,0.888889,0.777778,0.727273,0.538462,0.384615,0.230769,0.230769,0.95,0.83871,0.975,0.430108,0.828389,3.4
87,0.576056,0.477449,0.477581,0.75,0.428571,0.666667,0.3,0.1,0,0,0.722222,0.83871,0.722222,0.580645,0.792954,2
88,0.527585,0.431462,0.306686,0.666667,0.4,0.571429,0.25,0,0,0,0.73913,0.837209,0.782609,0.465116,1,4
89,0.536567,0.455911,0.347618,0.714286,0.333333,0.625,0.222222,0,0,0,0.714286,0.836364,0.821429,0.472727,0.874567,3.25
90,0.764563,0.713392,0.495461,0.666667,0.333333,0.5,0.222222,0.125,0,0,0.75,0.836364,0.821429,0.327273,0.88956,4.5
91,0.862412,0.906274,0.869017,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.777778,0.836364,0.851852,0.763636,0.924936,2.6
92,0.407444,0.461017,0.477914,0.714286,0.333333,0.555556,0.2,0.111111,0,0,0.75,0.836364,0.821429,0.472727,0.764127,2
93,0.657503,0.579387,0.541394,0.714286,0.666667,0.625,0.5,0.428571,0.333333,0.333333,0.75,0.836364,0.821429,0.763636,0.874567,1.8
94,0.272963,0.239435,0.279394,0.857143,0.666667,0.75,0.5,0.428571,0.333333,0.333333,0.75,0.836364,0.821429,0.763636,0.673461,1.556
95,0.792927,0.580578,0.524506,0.75,0.428571,0.666667,0.3,0.222222,0.125,0.125,0.717949,0.835821,0.717949,0.567164,0.897119,4.5
96,0.666202,0.578149,0.511126,0.888889,0.777778,0.727273,0.583333,0.416667,0.25,0.25,0.916667,0.835443,0.916667,0.506329,0.668276,4
97,0.539111,0.510901,0.467917,0.833333,0.666667,0.625,0.444444,0.375,0.285714,0.285714,0.785714,0.833333,0.892857,0.733333,0.603048,4.5
98,0.685828,0.480724,0.322374,0.714286,0.5,0.625,0.375,0.125,0,0,0.769231,0.833333,0.769231,0.416667,0.696639,5
99,0.81053,0.751093,0.697782,0.8,0.7,0.727273,0.583333,0.416667,0.25,0.25,0.769231,0.833333,0.769231,0.4375,0.748774,4.2
100,0.523244,0.411837,0.340772,0.75,0.5,0.6,0.333333,0.166667,0,0,0.72093,0.833333,0.813953,0.309524,0.67961,1.6
101,0.747462,0.538216,0.447408,0.714286,0.285714,0.555556,0.166667,0,0,0,0.7,0.833333,0.833333,0.466667,0.477453,0.5
102,0.590991,0.373038,0.230078,0.6,0.25,0.428571,0.142857,0,0,0,0.789474,0.833333,0.789474,0.444444,0.481145,1.4
103,0.556595,0.363993,0.31575,0.75,0.428571,0.6,0.272727,0.090909,0,0,0.710526,0.831169,0.842105,0.493506,0.505119,1.6
104,0.67611,0.595144,0.501358,0.857143,0.571429,0.75,0.4,0.2,0,0,0.787879,0.830769,0.818182,0.584615,0.878937,4.4
105,0.254992,0.229083,0.276053,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.653846,0.830189,0.846154,0.641509,0.532099,1.8
106,0.378268,0.330012,0.286759,0.714286,0.5,0.625,0.375,0.285714,0.166667,0.166667,0.655172,0.830189,0.758621,0.716981,0.650813,2.2
107,0.435937,0.382872,0.411628,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.740741,0.830189,0.814815,0.754717,0.631664,2.6
108,0.581406,0.595408,0.579869,0.666667,0.4,0.571429,0.285714,0.166667,0,0,0.703704,0.830189,0.814815,0.716981,0.874567,2.4
109,0.572212,0.363776,0.214265,0.571429,0.166667,0.444444,0.090909,0,0,0,0.642857,0.830189,0.785714,0.45283,0.80756,1.6
110,0.848361,0.88404,0.811781,0.8,0.5,0.666667,0.333333,0.2,0,0,0.75,0.829268,0.85,0.731707,0.682625,3
111,0.444283,0.231091,0.196048,0.833333,0.5,0.714286,0.375,0.285714,0.166667,0.166667,0.666667,0.827586,0.8,0.689655,0.645827,2
112,0.578152,0.422715,0.435225,0.7,0.4,0.636364,0.285714,0.142857,0,0,0.680851,0.827586,0.765957,0.413793,0.740214,2
113,0.752655,0.634873,0.455366,0.555556,0.4,0.454545,0.307692,0.153846,0.083333,0.083333,0.75,0.826667,0.775,0.426667,0.663672,3.8
114,0.539402,0.498331,0.492719,0.777778,0.625,0.636364,0.454545,0.4,0.333333,0.333333,0.710526,0.826667,0.815789,0.72,0.714691,4
115,0.459722,0.421796,0.325706,0.625,0.25,0.454545,0.142857,0.076923,0,0,0.774194,0.825397,0.83871,0.285714,0.672141,3
116,0.730697,0.602112,0.527062,0.857143,0.5,0.75,0.333333,0.111111,0,0,0.833333,0.823529,0.875,0.470588,0.878937,4.4
117,0.613169,0.633126,0.586778,0.714286,0.5,0.555556,0.3,0.222222,0.125,0.125,0.848485,0.823529,0.848485,0.558824,1,4.8
118,0.57409,0.311573,0.136395,0.666667,0.5,0.444444,0.3,0.1,0,0,0.954545,0.823529,0.954545,0.27451,0.606518,4.8
119,0.7209,0.521664,0.485309,0.7,0.444444,0.583333,0.307692,0.153846,0.083333,0.083333,0.717391,0.823529,0.76087,0.423529,0.776764,2.5
120,0.584736,0.531969,0.513197,0.833333,0.6,0.714286,0.375,0.285714,0.166667,0.166667,0.72,0.823529,0.84,0.705882,0.874567,2
121,0.032651,0.017598,0.012352,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.823529,0.823529,0.529412,0.481145,0.75
122,0.023453,0.013241,0.009239,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.823529,0.823529,0.529412,0.481145,0.727
123,0.325437,0.105235,0,0.6,0,0.428571,0,0,0,0,0.764706,0.823529,0.823529,0.294118,0.162032,0
124,0.028652,0.018963,0.015013,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.823529,0.823529,0.529412,0.56409,1.25
125,0.064089,0.029368,0.020336,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.823529,0.823529,0.529412,0.481145,1.25
126,0.046035,0.095593,0.015212,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.823529,0.823529,0.529412,0.49256,1.25
127,0.064089,0.029368,0.020336,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.823529,0.823529,0.529412,0.481145,0.5
128,0.670633,0.619661,0.541718,0.777778,0.555556,0.636364,0.416667,0.25,0.083333,0.083333,0.666667,0.822222,0.770833,0.4,0.858002,3.25
129,0.31561,0.125967,0.035756,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.75,0.821429,0.821429,0.392857,0.584275,1.333
130,0.2365,0.137188,0.039891,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.75,0.821429,0.821429,0.392857,0.764127,1
131,0.595287,0.4514,0.290933,0.666667,0.2,0.5,0.111111,0,0,0,0.75,0.821429,0.821429,0.392857,0.584275,1.4
132,0.31561,0.125967,0.035756,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.75,0.821429,0.821429,0.392857,0.584275,1.333
133,0.736911,0.723654,0.62767,0.75,0.333333,0.5,0.166667,0,0,0,0.9375,0.820513,1,0.564103,0.562351,5
134,0.706481,0.626558,0.521728,0.7,0.222222,0.636364,0.142857,0,0,0,0.704545,0.820513,0.727273,0.333333,0.891868,4
135,0.464374,0.400784,0.393795,0.714286,0.285714,0.5,0.166667,0,0,0,0.774194,0.819672,0.806452,0.52459,0.690003,3
136,0.789025,0.690872,0.565841,1,0.833333,0.666667,0.5,0.3,0.1,0.1,1,0.816901,1,0.591549,0.811724,4.4
137,0.226282,0.151405,0.123853,0.833333,0.6,0.714286,0.375,0.285714,0.166667,0.166667,0.73913,0.816327,0.869565,0.693878,0.701181,2
138,0.245923,0.213947,0.200915,0.833333,0.5,0.714286,0.375,0.285714,0.166667,0.166667,0.68,0.816327,0.8,0.693878,0.650813,2.167
139,0.339472,0.346166,0.399493,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.695652,0.816327,0.869565,0.653061,0.585198,1.4
140,0.621777,0.377424,0.311061,0.571429,0.166667,0.444444,0.090909,0,0,0,0.571429,0.814815,0.785714,0.592593,0.582467,1.2
141,0.497892,0.31059,0.27995,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.607143,0.814815,0.785714,0.62963,0.749135,1.2
142,0.438548,0.294424,0.229467,0.714286,0.5,0.625,0.375,0.285714,0.166667,0.166667,0.678571,0.814815,0.785714,0.703704,0.650813,2.2
143,0.305022,0.26003,0.221239,0.714286,0.333333,0.555556,0.2,0.111111,0,0,0.703704,0.814815,0.814815,0.37037,0.396349,1.25
144,0.702692,0.375799,0.358372,0.571429,0.166667,0.444444,0.090909,0,0,0,0.733333,0.813559,0.8,0.338983,0.653843,5
145,0.609627,0.519738,0.486073,0.75,0.555556,0.75,0.5,0.444444,0.375,0.375,0.657143,0.813559,0.685714,0.779661,0.825584,4
146,0.512675,0.422037,0.307732,0.714286,0.333333,0.625,0.2,0,0,0,0.7,0.813559,0.8,0.440678,0.874567,4
147,0.745004,0.627597,0.571491,1,0.833333,0.75,0.555556,0.5,0.428571,0.428571,0.961538,0.8125,1,0.78125,0.80893,3.2
148,0.459581,0.665479,0.750386,0.857143,0.666667,0.75,0.5,0.428571,0.333333,0.333333,0.685714,0.8125,0.742857,0.75,1,2
149,0.432733,0.277813,0.227898,0.833333,0.333333,0.555556,0.181818,0,0,0,0.923077,0.8125,1,0.5,0.739444,2.2
150,0.745004,0.627597,0.571491,0.75,0.625,0.75,0.555556,0.5,0.428571,0.428571,0.657895,0.8125,0.684211,0.78125,0.80893,3.2
151,0.708211,0.628452,0.614215,0.875,0.571429,0.636364,0.333333,0.166667,0.090909,0.090909,0.758621,0.811594,0.965517,0.637681,0.616723,1.5
152,0.646403,0.523642,0.450589,0.6,0.25,0.6,0.2,0,0,0,0.761905,0.810811,0.761905,0.432432,1,4.75
153,0.017905,0.009771,0.006923,0.8,0.5,0.666667,0.333333,0.2,0,0,0.764706,0.810811,0.882353,0.486486,0.49256,0.5
154,0.117692,0.045031,0.039533,0.6,0,0.428571,0,0,0,0,0.6,0.810811,0.75,0.432432,0.307906,0.067
155,0.417598,0.449271,0.374697,0.8,0.5,0.666667,0.333333,0.2,0,0,0.611111,0.810811,0.833333,0.594595,0.639506,1.6
156,0.521744,0.479801,0.415778,0.8,0.5,0.666667,0.357143,0.307692,0.25,0.25,0.725,0.810127,0.8,0.607595,0.889379,2.6
157,0.66924,0.419545,0.173405,0.666667,0.5,0.571429,0.375,0.125,0,0,0.73913,0.809524,0.73913,0.333333,1,4.875
158,0.490759,0.356916,0.114978,0.5,0.2,0.375,0.125,0,0,0,0.72,0.808511,0.76,0.340426,0.690003,5
159,0.737283,0.561072,0.451354,0.8,0.5,0.666667,0.333333,0.2,0,0,0.692308,0.808511,0.730769,0.595745,0.570524,2
160,0.07425,0.013169,0.007946,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.625,0.808511,0.791667,0.382979,0.729611,1.4
161,0.07425,0.013169,0.007946,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.625,0.808511,0.791667,0.382979,0.729611,1.4
162,0.128791,0.286653,0.371158,0.833333,0.666667,0.714286,0.5,0.428571,0.333333,0.333333,0.75,0.808511,0.791667,0.765957,0.701181,3.6
163,0.264483,0.036482,0.031491,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.791667,0.808511,0.791667,0.425532,0.406618,0.8
164,0.295773,0.269572,0.161825,0.714286,0.571429,0.625,0.444444,0.222222,0,0,0.740741,0.807692,0.777778,0.346154,0.697117,3.8
165,0.588696,0.434393,0.366776,0.714286,0.5,0.625,0.375,0.285714,0.166667,0.166667,0.678571,0.807692,0.75,0.730769,0.673461,2
166,0.244788,0.210059,0.161963,0.666667,0.2,0.5,0.111111,0,0,0,0.703704,0.807692,0.777778,0.576923,0.532099,1.6
167,0.688135,0.532284,0.342941,0.714286,0.333333,0.625,0.2,0,0,0,0.703704,0.807692,0.777778,0.461538,0.924936,3
168,0.849846,0.657109,0.519979,0.666667,0.4,0.5,0.222222,0.125,0,0,0.884615,0.807018,0.884615,0.561404,0.82302,3.615
169,0.801949,0.800586,0.801823,0.833333,0.666667,0.625,0.5,0.428571,0.333333,0.333333,0.758621,0.807018,0.793103,0.77193,0.924936,3.75
170,0.331517,0.379863,0.352011,0.666667,0.333333,0.5,0.2,0.111111,0,0,0.678571,0.807018,0.821429,0.421053,0.395294,0.5
171,0.73041,0.764861,0.758993,0.75,0.5,0.75,0.444444,0.375,0.285714,0.285714,0.648649,0.806452,0.675676,0.774194,0.794607,4
172,0.711317,0.549756,0.412946,0.571429,0.166667,0.444444,0.090909,0,0,0,0.666667,0.806452,0.757576,0.387097,0.493606,4
173,0.534621,0.365539,0.28723,0.857143,0.625,0.666667,0.416667,0.153846,0.083333,0.083333,0.875,0.805556,0.90625,0.444444,0.744902,3.333
174,0.608903,0.601774,0.480281,0.75,0.5,0.545455,0.333333,0.166667,0,0,0.731707,0.804878,0.804878,0.317073,0.721753,1.5
175,0.733232,0.636732,0.549722,0.636364,0.5,0.5,0.352941,0.235294,0.1875,0.1875,0.728814,0.803571,0.762712,0.535714,0.767113,4.4
176,0.446407,0.268679,0.132242,0.666667,0.4,0.571429,0.25,0,0,0,0.75,0.8,0.75,0.355556,1,4.857
177,0.720762,0.67309,0.558207,0.714286,0.428571,0.555556,0.272727,0.2,0.111111,0.111111,0.777778,0.8,0.814815,0.618182,0.874567,2.875
178,0.040515,0.01509,0.009379,0.8,0.5,0.666667,0.333333,0.2,0,0,0.722222,0.8,0.777778,0.514286,0.475296,0.8
